Nombre del producto,Empresa,Ingredientes ,Fórmula,Uso ,Dosis ,Tiempo de retiro ,Número de certificado o registro,Clasificación ,Fecha de registro,Fecha de vigencia
5M87 MAZURI FRESH WATER TURTLE DIET,"Pet Foods, S.A. de C.V.","Harina de pescado, maíz molido, harina de soya descascarillada, harina de ave, harina de gluten de maíz, aceite de pescado, harina de carne y hueso de cerdo, sal, levadura de cerveza seca, clorhidrato de piridoxina, biotina, cloruro de colina, óxido de magnesio, conservado con tocoferoles mixtos, (forma de vitamina E)1-ascorbitol-2polifosfato (Vitamina C estabilizada), pantotenato de calcio, acetato de tocoferol D-alfa (forma de vitamina E), extracto de romero, ácido fólico, riboflavina, acetato de vitamina A, mononitrato de tiamina, ácido nicotínico, carbonato de calcio, ácido cítrico, suplemento de vitamina B-12, óxido de zinc, complejo de bisulfito de sodio de menadiona (fuente de vitamina K) colecalciferol. DL-metionina, óxido manganoso, carbonato ferroso, sulfato de cobre, sulfato de zinc, yodato de calcio, carbonato de cobalto, selenito de sodio.","Humedad ………12.00%   max        Proteina cruda 40.00%min           Fibra  cruda……5.00%   max                Grasa cruda…….10.00%min                 Cenizas ………….09.50%   max  E.LN…………………42.00%            Calcio…………1.85% min             Fosforo…..1.00% min                                                        Sodio........0.55% max                                                    Vitamina E, 250UI/kg min",Alimento para todas las etapas de vida de las tortugas de agua dulce,"Alimentar a las tortugas carnivoras jóvenes o adultas una vez por día, de tres a cinco veces por semana. Se alimentam sólo con la cantidad de alimento que las tortugas van a consumir facilmente en un dia sin quedar sobrantes de alimento en el agua. ",No aplica,A-059/2016-001,Alimento,27-jun-19,27-jun-24
Alimento para tilapia 3506 desarrollo,"WN EL NOGAL, S.C. DE R.L. DE C.V.","Cereales, Harina de origen marino, harina de hueso carnoso de bovino, pastas de oleaginosas, subproductos de cereales, subproductos de sangre de bovino, aceite de origen marino, estabilizador con BHT, BHA, aminoácidos sintéticos, antioxidantes BHA-BHT, Vitaminas A, D3, E, K3, B1, B2, B5, B6, B9, B12, C, Niacina, biotina, cloruro de colina e inositol, minerales: carbonato de calcio, fosfato dicalcico, cloruro de sodio, sulfato de magnesio, sulfato de cobre, sulfato de hierro, sulfato de manganeso, carbonato de cobalto, yoduro de potasio, sulfato de zinc, selenito de sodio.","Proteína cruda, min. 35%, Grasa Cruda min. 6%, Fibra cruda 5%, Humedad, Máx. 12%, Cenizas, Máx. 8%, ELN 34%",Alimento balanceado para pellet para tilapia en desarrollo,De acuerdo a la etiqueta que se somete a aprobación,No aplica,A-186/2019-001,Alimento,28-oct-19,28-oct-24
Alimento para tilapia 2506 finalización,"WN EL NOGAL, S.C. DE R.L. DE C.V.","Cereales, Harina de origen marino, harina de hueso carnoso de bovino, pastas de oleaginosas, subproductos de cereales, subproductos de sangre de bovino, aceite de origen marino, estabilizador con BHT, BHA, aminoácidos sintéticos, antioxidantes BHA-BHT, Vitaminas A, D3, E, K3, B1, B2, B5, B6, B9, B12, C, Niacina, biotina, cloruro de colina e inositol, minerales: carbonato de calcio, fosfato dicalcico, cloruro de sodio, sulfato de magnesio, sulfato de cobre, sulfato de hierro, sulfato de manganeso, carbonato de cobalto, yoduro de potasio, sulfato de zinc, selenito de sodio.","Proteína cruda, min. 25%, Grasa Cruda min. 6%, Fibra curda 5%, Humedad, Máx. 12%, Cenizas, Máx. 8%, ELN 44%",Alimento balanceado para pellet para tilapia en finalización,De acuerdo a la etiqueta que se somete a aprobación,No aplica,A-186/2019-002,Alimento,28-oct-19,28-oct-24
Alimento para tilapia 3006 engorda,"WN EL NOGAL, S.C. DE R.L. DE C.V.","Cereales, Harina de origen marino, harina de hueso carnoso de bovino, pastas de oleaginosas, subproductos de cereales, subproductos de sangre de bovino, aceite de origen marino, estabilizador con BHT, BHA, aminoácidos sintéticos, antioxidantes BHA-BHT, Vitaminas A, D3, E, K3, B1, B2, B5, B6, B9, B12, C, Niacina, biotina, cloruro de colina e inositol, minerales: carbonato de calcio, fosfato dicalcico, cloruro de sodio, sulfato de magnesio, sulfato de cobre, sulfato de hierro, sulfato de manganeso, carbonato de cobalto, yoduro de potasio, sulfato de zinc, selenito de sodio.","Proteína cruda, min. 30%, Grasa Cruda min. 6%, Fibra curda 5%, Humedad, Máx. 12%, Cenizas, Máx. 8%, ELN 39%",Alimento balanceado para pellet para tilapia en engorda,De acuerdo a la etiqueta que se somete a aprobación,No aplica,A-186/2019-003,Alimento,28-oct-19,28-oct-24
Alimento para Bagre 2806 engorda,"WN EL NOGAL, S.C. DE R.L. DE C.V.","Cereales, Harina de origen marino, harina de hueso carnoso de bovino, pastas de oleaginosas, subproductos de cereales, subproductos de sangre de bovino, aceite de origen marino, estabilizador con BHT, BHA, aminoácidos sintéticos, antioxidantes BHA-BHT, Vitaminas A, D3, E, K3, B1, B2, B5, B6, B9, B12, C, Niacina, biotina, cloruro de colina e inositol, minerales: carbonato de calcio, fosfato dicalcico, cloruro de sodio, sulfato de magnesio, sulfato de cobre, sulfato de hierro, sulfato de manganeso, carbonato de cobalto, yoduro de potasio, sulfato de zinc, selenito de sodio.","Proteína cruda, min. 28%, Grasa Cruda min. 6%, Fibra curda 5%, Humedad, Máx. 12%, Cenizas, Máx. 8%, ELN 41%",,De acuerdo a la etiqueta que se somete a aprobación,No aplica,A-186/2019-004,Alimento,28-oct-19,28-oct-24
Alimento para Bagre 3207 engorda plus,"WN EL NOGAL, S.C. DE R.L. DE C.V.","Cereales, Harina de origen marino, harina de hueso carnoso de bovino, pastas de oleaginosas, subproductos de cereales, subproductos de sangre de bovino, aceite de origen marino, estabilizador con BHT, BHA, aminoácidos sintéticos, antioxidantes BHA-BHT, Vitaminas A, D3, E, K3, B1, B2, B5, B6, B9, B12, C, Niacina, biotina, cloruro de colina e inositol, minerales: carbonato de calcio, fosfato dicalcico, cloruro de sodio, sulfato de magnesio, sulfato de cobre, sulfato de hierro, sulfato de manganeso, carbonato de cobalto, yoduro de potasio, sulfato de zinc, selenito de sodio.","Proteína cruda, min. 32%, Grasa Cruda min. 7%, Fibra curda 5%, Humedad, Máx. 12%, Cenizas, Máx. 8%, ELN 36%",,De acuerdo a la etiqueta que se somete a aprobación,No aplica,A-186/2019-005,Alimento,28-oct-19,28-oct-24
STARTSMART COMPLETE FRESHWATER,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?6, 500, 000 UFC/ mL.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?6, 500, 000 UFC/ mL.",Aditivo bioremediador de agua en estanques donde viven toda clase de especies acuáticas de agua dulce en cualquiera de sus etapas de vida. ,"Dosifique 75 ml por cada 100 L de agua una sola vez; para mantenimiento, dosifique 20 ml por cada 100 L de agua una vez a la semana.",No aplica,DGSA-DSAP-CSAUA-006-(3)/2019,Aditivo ,11-nov-19,11-nov-24
STARTSMART AQUACULTURE SALTWATER,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?40, 500, 000 UFC/ mL.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?40, 500, 000 UFC/ mL.",Purificador de agua y digestor de lodos en estanques donde viven toda clase de especies acuáticas de agua salada en cualquier etapa de sus vidas.,"Dosifique 1 litro por cada m3 de agua en el estanque, una vez a la semana.",No aplica,DGSA-DSAP-CSAUA-007-(3)/2019,Aditivo ,11-nov-19,11-nov-24
STARTSMART COMPLETE SALTWATER,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?10, 000, 000 UFC/ mL.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea. ?10, 000, 000 UFC/ mL.",Aditivo bioremediador de agua en estanques donde viven toda clase de especies acuáticas de agua salada en cualquier de sus etapas de vida.,Dosifique 75 ml por cada 100 L de agua una sola vez. Para mantenimiento dosifique 20 ml por cada 100 L una vez a la semana.,No aplica,DGSA-DSAP-CSAUA-008-(3)/2019,Aditivo ,11-nov-19,11-nov-24
ECOSOCK GC,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Aminoácidos ?1%, vitaminas B ?2%, ácidos grasos ?5%, sulfato de magnesio ?2%, cloruro de sodio ?1%, bicarbonato de sodio ?35%, cloruro de amonio ?10 % y fosfato dipotásico ?1% y mezcla de bacterias: Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi, Nitrosomonas europea. ?4, 500, 000 UFC/gramo.","Aminoácidos ?1%, vitaminas B ?2%, ácidos grasos ?5%, sulfato de magnesio ?2%, cloruro de sodio ?1%, bicarbonato de sodio ?35%, cloruro de amonio ?10 % y fosfato dipotásico ?1% y mezcla de bacterias: Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi, Nitrosomonas europea. ?4, 500, 000 UFC/gramo.",Aditivo bioremediador de agua y digestor de lodos en estanques donde viven toda clase de especies acuáticas de agua dulce en cualquiera de sus etapas de vida.,"Utilizar una vez al mes en conjunto con PondPerfect 4 in 1. Dosifique un Combopack por cada 1,000 m2 de superficie de espejo de agua, 2 por cada 2,000 m2, 3 por 4,000 m2, 4 por 6,000 m2, 5 por 8,000 m2, 6 por 12,000 m2, 7 por 16,000 m2 y 8 por 20,234 m2. Para cuerpos de más de 20,234 m2 utilice la misma dosis y escale proporcionalmente.",No aplica,DGSA-DSAP-CSAUA-009-(3)/2019,Aditivo ,11-nov-19,11-nov-24
PONDPERFECT 4 IN 1,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea ?10, 000, 000 UFC/ mL.","Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea ?10, 000, 000 UFC/ mL.",Aditivo bioremediador de agua en estanques donde viven toda clase de especies acuáticas en cualquiera de sus etapas de vida.,"Mantenimiento en pequeños estanques: Dosifique una vez a la semana utilizando 150 ml para un estanque de 4,000 L de agua, 300 ml para 10,000 L, 450 ml para 20,000 L, 600 ml para 40,000 L, 750 ml para 60,000 L o 1,2 L para 100,000 L.",No aplica,DGSA-DSAP-CSAUA-010-(3)/2019,Aditivo ,11-nov-19,11-nov-24
STARTSMART AQUACULTURE ACTIVATOR,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.","Aminoácidos ?1%, vitaminas B ?2%, ácidos grasos ?5%, sulfato de magnesio ?2%, cloruro de sodio ?1%, bicarbonato de sodio ?35%, cloruro de amonio ?10 %, fosfato dipotásico ?1% y mezcla de bacterias: Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi, Nitrosomonas europea. ?2, 000, 000 UFC/gramo.","Aminoácidos ?1%, vitaminas B ?2%, ácidos grasos ?5%, sulfato de magnesio ?2%, cloruro de sodio ?1%, bicarbonato de sodio ?35%, cloruro de amonio ?10 %, fosfato dipotásico ?1% y mezcla de bacterias: Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi, Nitrosomonas europea. ?2, 000, 000 UFC/gramo.",Aditivo bioremediador de agua y digestor de lodos en estanques donde viven toda clase de especies acuáticas en cualquiera de sus etapas de vida.,"Mezclar en un tanque de aireación con capacidad de 200 L, 16 L de StartSmart Aquaculture Saltwater o StartSmart Aquaculture Freshwater con 184 litros de agua salada o dulce y 600 gramos de StartSmart Aquaculture Activator, aplique aireación a la mezcla durante 14 días antes de aplicarlo por primera vez, alimentándolo cada semana con 600 gramos del producto al término del periodo de aireación, extraiga 100 L del bioreactor que le permitirá dosificar 100 m3 de estanque de acuicultura.",No aplica,DGSA-DSAP-CSAUA-011-(3)/2019,Aditivo ,11-nov-19,11-nov-24
Startsmart Aquaculture Freshwater,"GES & TLC BIOTECNOLOGÍA APLICADA, S.A. DE C.V.",,"Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus subtilis, Pseudomonas stutzeri, Nitrobacter winogradskyi y Nitrosomonas europea ?40, 000, 000 UFC/ mL.",Aditivo bioremediador de agua y digestor de lodos en estanques donde viven toda clase de especies acuáticas de agua dulce en cualquiera de sus etapas de vida.,dosifique 11 litro del producto a la semana po cada m3 de agua en el estanque de acuicultura,No aplica,DGSA-DSAP-CSAUA-012-(3)/2019,Aditivo ,11-nov-19,11-nov-24
AquaVac Strep Sa,"INTERVET MÉXICO, S.A. DE C.V. ","Cada ml contien:                                                    Streptococcus agalactiae, cepa inactivada TI 513……1.36 X10^8 célualas bacterianas                                                                              Vehículo c.b.p. (adyuvante oleoso ISA 763A VG).....1 ml","Cada ml contien:                                                    Streptococcus agalactiae, cepa inactivada TI 513……1.36 X10^8 célualas bacterianas                                                                              Vehículo c.b.p. (adyuvante oleoso ISA 763A VG).....1 ml",Vacuna inactivada  para Tilapia (Oreochromis spp) contra estreptococosis causada por Streptococcus agalactiae en peces de 15 a 40g ,inyectar intraperitonalmente 0.05ml a peces a partir de los 15g de peso,No aplica ,B-030/2015-001,Biológico ,11-nov-19,11-nov-24
AquaVac Strep Sa1,"INTERVET MÉXICO, S.A. DE C.V. ","Cada ml contien:                                                    Streptococcus agalactiae, cepa inactivada TI 1422..........1 X10^9 célualas bacterianas                   Streptococcus agalactiae, cepa inactivada TI 1428..........1 X10^9 célualas bacterianas                                                                              Vehículo c.b.p. (adyuvante oleoso ISA 763A VG).....1 ml","Cada ml contien:                                                    Streptococcus agalactiae, cepa inactivada TI 1422..........1 X10^9 célualas bacterianas                   Streptococcus agalactiae, cepa inactivada TI 1428..........1 X10^9 célualas bacterianas                                                                              Vehículo c.b.p. (adyuvante oleoso ISA 763A VG).....1 ml",Vacuna inactivada  para Tilapia (Oreochromis spp) contra estreptococosis causada por Streptococcus agalactiae Biotipo 1 (serotipo Ia  y III),inyectar intraperitonalmente 0.05ml entre la base y la punta de la aleta pélvica a peces de por lo menos 10g de peso,No aplica ,B-030/2015-002,Biológico ,11-nov-19,11-nov-24
XTRU-DIX 00,"VIMIFOS, S.A. DE C.V.","Granos de cereales, subproductos de cereales, pasta de oleaginosas, harina de origen acuícola (calamar y/o pescado y/o krill y/o langostino y/o atún) y/o harina de origen avícola (pollo) y/o harina de origen porcino (sangre), aceite de pescado, hidrolizado de atún, vitamina A, vitaminas complejo B, ácido fólico, biotina, vitamina C, vitaminas D3, vitamina E, vitamina K, carbonato de calcio, fosfato monodicálcico, cobalto, cobre, manganeso, selenio, yodo (EDDI), zinc, aminoácidos sintéticos (lisina, enzimas (proteasa) propionato de calcio y/o aluminosilicatos, taninos.","Proteína cruda, min. 40%, Grasa Cruda min. 8%, Fibra curda 3%, Humedad, Máx. 12%, Cenizas, Máx. 11%, ELN 26%",Camarón (Litopenaeus vannamei),De acuerdo a la etiqueta que se somete a aprobación,No aplica ,A-041/2019-001,Alimento,13-nov-19,13-nov-24
